"","NAME","Description","Status","Long","Lat","Elev","country","continent","city","pname","citiname","countryname"
"919","Mexico City, Mexico - EcoBici","https://www.ecobici.df.gob.mx/home/home.php Obrien Bike Share Map (http://bikes.oobrien.com/?city=mexicocity)<br>CityBik.es Maps (https://citybik.es/map/ecobici)<br>6,500 bikes in 452 station for February 2016 <br>By the end of 2012, 3,960 bikes and 275 stations. Expands to Benito Juárez in February 16, 2015 with 2,600 more bikes in 171 new stations Source (http://www.entornointeligente.com/articulo/1537526/MEXICO-Ecobici-llegaraacute;-en-2014-a-delegacioacute;n-Benito-Juaacute;rez-Tanya-Muuml;ller-) Will haveDecember 2014 (http://www.milenio.com/df/ecobici-infraestructura-viajes-ciclo_estaciones-bicicletas-prestamo-DF_0_389961252.html)<br>Launch:February 16, 2010 with 1,300 bikes in 90 stations,<br>Operator: Clear Channel Outdoor","operation",-99.126205,19.431629,"0","Mexico","South America","Mexico City, Mexico","EcoBici","Mexico City","Mexico"
"920","Meyrin, Switzerland - Velospot Meyrin","www.velospot.ch<br>40 bike in 19 Stations<br>Launch: November 2015<br>To have 200 bikes in 45 stations<br>Plans to be interoperable with Vélo-Public Genève for May 2016 (http://www.tdg.ch/geneve/actu-genevoise/velib-prive-demarre-meyrin-vernier/story/27330320)<br>Replaces Velopass<br>20 bikes in 1 station<br>Launched: 2011","operation",6.0756109,46.2326967,"0","Switzerland","Europe","Meyrin, Switzerland","Velospot Meyrin","Meyrin","Switzerland"
"921","Miami &amp; Miami Beach, Florida USA - CitiBike","www.citibikemiami.com <br>OBrien Bike Share Map (http://bikes.oobrien.com/?city=miamibeach)<br>CityBik.es Map (https://citybik.es/map/decobike)<br>Miami, Miami Beach, Surfside and Bay Harbor consolidated in March 2015<br>1640 Bikes in 148 stations<br>Photo (http://www.facebook.com/album.php?aid=102951&id=8085941822#!/photo.php?fbid=10150165972661823&set=a.87800971822.102951.8085941822&theater)<br>Launch in Miami Beach: March 15, 2011 as DECOBIKE with1000 bikes and 115 Stations<br>Launch in Miami: December 29, 2014 with 24 bikes in 31 stations as CITIBIKE<br>Miami to have 750 bikes in 75 stations. Miami approved contract with Decobike of Miami Beach January 24, 2013<br>Operator: DecoBike, LLC<br>Equipment: Decobike/Arcade","operation",-80.1706712,25.7800948,"0",NA,NA,"Miami &amp; Miami Beach, Florida USA","CitiBike","Miami &amp; Miami Beach","Florida USA"
"922","Mianyang, Sichuan China - Public BikeRental ","800 bikes in 44 station points<br>Launched: October 16, 2012<br> <br>Source<br>(http://www.myrb.net/Html/News/2012/10/09/7444893417589.shtml)<br>Equipment: Forever Bike company","operation",104.735413,31.475524,"0","China","Asia","Mianyang, Sichuan China","Public BikeRental ","Mianyang","Sichuan China"
"923","Michendorf, Germany -","City considering joining the Potsdam program for Spring 2017<br>Source: http://www.maz-online.de/Lokales/Potsdam-Mittelmark/Leihraeder-sollen-Potsdamer-Umland-erobern","planning",13.0303001,52.3162446,"0","Germany","Europe","Michendorf, Germany -","Michendorf, Germany -","Michendorf","Germany -"
"924","Middelburg, The Netherlands - CallLock","www.calllock.nl/middelburg (http://www.calllock.nl/middelburg)<br> Video (http://www.bikesharephiladelphia.org/learn/Video3/#calllock) Photo (http://www.facebook.com/photo.php?fbid=10150674341061823&set=a.8086461822.24231.8085941822&type=3&theater)<br>40 bikes in 7 stations <br>Launched: November 7, 2010<br>System: CallLock","operation",3.615146,51.499607,"0","Netherlands","Europe","Middelburg, The Netherlands","CallLock","Middelburg","The Netherlands"
"925","Milan, Italy - BikeMi","http://www.bikemi.com/<br>OBrien Bike Share Map (http://bikes.oobrien.com/?city=milan)<br>CityBik.es Maps (https://citybik.es/map/bikemi)<br>3,600 bikes and 1,000 pedelecs in 280 stations (November<br>2016 Source (http://www.ilgiorno.it/milano/cronaca/bikemi-1.2666015)<br>3,587 bikes and 1,000 pedelecs in 274 stations (May 2015<br>Source http://www.7giorni.info/attualita/milano-metropoli/per-expo-2015-arriva-a-milano-il-bike-sharing-elettrico.html) 3,412 bikes in 190 stations (December 2013 Source (http://www.comune.milano.it/portale/wps/portal/!ut/p/c0/04_SB8K8xLLM9MSSzPy8xBz9CP0os3hHX9OgAE8TIwP_kGBjAyMPb58Qb0tfYwMDA_2CbEdFAJbRREs!/?WCM_GLOBAL_CONTEXT=/wps/wcm/connect/ContentLibrary/giornale/giornale/tutte+le+notizie+new/mobilita+ambiente+arredo+urbano+verde/bike_sharing_capodanno_attivo_notte))<br>2014-2015 System upgrades: Source II (http://milano.repubblica.it/cronaca/2014/03/10/news/bici_elettriche_e_postazioni_nelle_periferie_il_bike_sharing_punta_a_50mila_abbonati-80616151/)<br>Launched December 3, 2008 with 1,300 bikes in 103 stations<br>Operator: Clear Channel","operation",9.18972,45.465187,"0","Italy","Europe","Milan, Italy","BikeMi","Milan","Italy"
"926","Milton Keynes, England, United Kingdom - Santander Cycles","https://santandercyclesmk.co.uk/<br>300 bikes in 40 stations<br>Launch: June 17, 2016<br>to have 500 bikes in 60 stations<br>Equipment: Nextbike<br>Source: http://www.onemk.co.uk/news/environment/2015/12/boris-bikes-style-cycle-hire-scheme-to-be-introduced-in-milton-keynes-by-santander-071220150033.html","operation",-0.7549667,52.0370759,"0","United Kingdom","Europe","Milton Keynes, England, United Kingdom","Santander Cycles","Milton Keynes","United Kingdom"
"927","Milwaukee, Wisconsin USA - bublr bikes","http://bublrbikes.com/<br>CityBik.es Map (https://citybik.es/map/bublr-bikes)<br>425 bikes in 57 stations <br>Launch: August 21, 2014 with 70 bikes in 11 stations<br>Source (http://www.bizjournals.com/milwaukee/news/2014/08/06/milwaukee-bikeshare-program-expands-gets-a-name-of.html?page=all) Had one station B-cycle from Pilot in 2013 Source (http://www.jsonline.com/news/milwaukee/bike-sharing-kiosks-expected-to-set-up-around-milwaukee-this-summer-b99289078z1-263215931.html) <br>Plans to install 250 bikes in 25 stations in the metro Milwaukee area. Approved by Milwaukee City Council Committee in July 2012 to proceed. Issues PRF in March 2014<br>http://www.midwestbikeshare.org<br>Source (http://www.jsonline.com/news/milwaukee/need-banquet-space-try-city-hall-7k6347a-162048485.html) Equipment: B-cycle","operation",-87.904358,43.037152,"0","United States of America","North America","Milwaukee, Wisconsin USA","bublr bikes","Milwaukee","Wisconsin USA"
"928","Mingguang, Chuzhou, Anhui, China","1,300 bikes in 46 stations<br>Launch: August 1, 2016<br>Will have 55 stations<br>Source: http://www.ahwang.cn/anhui/20160810/1548731.shtml<br>","operation",118.0031204,32.7866973,"0","China","Asia","Mingguang, Chuzhou, Anhui, China","Mingguang, Chuzhou, Anhui, China","Mingguang","China"
"929","Minneapolis &amp; St. Paul. Minnesota, USA - Nice Ride Minnesota","http://www.niceridemn.org/<br>OBrien Bike share Map (http://bikes.oobrien.com/?city=minneapolis)<br>CityBik.es Map (https://citybik.es/map/niceride)<br>1,550 bikes in 170 stations (May 2013)<br>Launch: June 10, 2010 with 700 bikes in 65 stations<br>System: PBSC Urban Solutions<br>& 8D<br>Operator: Nice Ride Minnesota","operation",-93.264656,44.975242,"0","United States of America","North America","Minneapolis &amp; St. Paul. Minnesota, USA","Nice Ride Minnesota","Minneapolis &amp; St. Paul. Minnesota","USA"
"930","Minsk, Belarus","In August 2016, Mayor calls for program<br>Source: http://goo.gl/gwG0RU","planning",27.605896,53.9148545,"0","Belarus","Europe","Minsk, Belarus","Minsk, Belarus","Minsk","Belarus"
"931","Miranda de Ebro, Spain - Biciudad","http://www.biciudadmiranda.es<br>Ends 2014<br>25 bikes in 5 stations<br>Launched: 2008<br>System: ITCL","stopped",-2.947555,42.687514,"0","Spain","Europe","Miranda de Ebro, Spain","Biciudad","Miranda de Ebro","Spain"
"932","Mirano, Italy  - inBici Mirano","http://www.inbici.eu/cms/data/citta/000001.aspx<br>21 bikes in 3 stations <br>Launched: September 24, 2012<br>Sytem Inbici","operation",12.107234,45.493713,"0","Italy","Europe","Mirano, Italy ","inBici Mirano","Mirano","Italy "
"933","Mislata, Valencia, Spain - bici M","www.bicimislata.es<br>110 bikes in 13 stations<br>June 2, 2014 re-lauched with new name and reduced price. Source (http://www.elperiodic.com/mislata/noticias/307215_mislata-pone-marcha-nuevo-servicio-bicicletas-alquiler.html)<br>Launch February 6, 2014 with 105 bikes in 13 stations as Mibici<br>Operator: Movus<br>System Mibici","operation",-0.416279,39.47304,"0","Spain","Europe","Mislata, Valencia, Spain","bici M","Mislata","Spain"
"934","Miyi, Panzhihua, Sichuan, China","By end of 2014, 552 bikes in 25 stations Source: http://news.xinmin.cn/shehui/2014/11/18/25984482.html","planning",102.1112251,26.8937508,"0","China","Asia","Miyi, Panzhihua, Sichuan, China","Miyi, Panzhihua, Sichuan, China","Miyi","China"
"935","Miyun, Beijing, China - ","For 2016 2,500 bikes in 80 stations<br>Source: http://beijing.qianlong.com/2016/0920/947312.shtml","planning",116.8444061,40.3795053,"0","China","Asia","Miyun, Beijing, China - ","Miyun, Beijing, China - ","Miyun","China - "
"936","Modena, Italy - Mi muovo in bici","www.mimuovoinbici.it (http://www.mimuovoinbici.it/frmLeStazioni.aspx)<br>30 bikes in 3 stations<br>Launch April 6, 2014<br>Equipment Bicincittà<br>Source (http://www.sassuolo2000.it/2014/04/06/attivo-a-modena-il-nuovo-servizio-di-bike-sharing-regionale/)","operation",10.926762,44.645819,"0","Italy","Europe","Modena, Italy","Mi muovo in bici","Modena","Italy"
"937","Mödling, Austria - Nextbike - Leihradl","www.nextbike.at<br>O'Brien Bike Share map (http://bikes.oobrien.com/modling/)<br>CityBik.es Map (https://citybik.es/map/nextbike-modling)<br>200 bikes in 44 stations<br>Launch: 2007<br>Operator: Nextbike Austria<br>Equipment: nextbike","operation",16.289978,48.0812902,"0","Austria","Europe","Mödling, Austria","Nextbike","Mödling","Austria"
"938","Monaco - CAM Vélos Electriques de Monaco ","http://www.cam.mc/services.php?idservice=12 57 Bikes in 11 Stations<br>Launch 2010<br>Operator: Compagnie Des Autobus de Monaco<br>Equipment: Clean Energy Planet<br>Source, October 2013:(http://www.economist.com/news/business/21586591-sales-are-booming-large-scale-urban-hire-schemes-remain-some-way-two-motorised-wheels)<br>Original pilot: Launch: February 21, 2008 with 10 bikes in 2 stations and 10 pedelecs in 2 stations<br>Provider: Bicincittà (regular bikes) and Clean Energy Planet (pedelecs)<br>Source: http://www.avem.fr/actualite-monaco-des-velos-electriques-en-libre-service-386.html","operation",7.421179,43.732406,"0",NA,NA,"Monaco","CAM Vélos Electriques de Monaco ","Monaco","Monaco"
"939","Moncada, Spain - Moncabici","City Council in October 2015 decides not to renew program: http://www.lasprovincias.es/horta-morvedre/201510/28/moncada-retira-servicio-bicicletas-20151027234144-v.html<br>http://www.moncabici.es/<br>60 bikes in 7 stations<br>Launched: 2010 with 35 bikes<br>Operator: Movus<br>System: Mibisi","stopped",-0.392504,39.547471,"0","Spain","Europe","Moncada, Spain","Moncabici","Moncada","Spain"
"940","Monopoli, Bari, Italy - MonopoliBike","CityBik.es Map (https://citybik.es/map/monopoli-bike)<br>28 bikes in 4 stations<br>Launch: November 6, 2014<br>Under construction June 2014<br>Source (http://puglialive.net/home/news_det.php?nid=82401)<br>Operator: Gaia Costruzioni Sostenibili<br>Equipment: Bicincittà","operation",17.295742,40.95553,"0","Italy","Europe","Monopoli, Bari, Italy","MonopoliBike","Monopoli","Italy"
"941","Montecantini, Pistoia, Italy - Montecatiniinbici  ","CityBik.es Map (https://citybik.es/map/bicincitta-montecatini-terme)<br>105 pedelecs in 11 stations<br>Launch: October 26, 2015<br>Operator: Bicincittà<br>Source: (http://iltirreno.gelocal.it/montecatini/cronaca/2015/08/23/news/bike-sharing-attivo-entro-meta-settembre-e-poi-la-pista-ciclabile-1.11976725) http://www.salernonotizie.it/2015/04/27/salerno-cambiano-le-tariffe-per-il-bike-sharing-ciclostazione-anche-sul-carmine/comment-page-1/","operation",10.772438,43.8818098,"0","Italy","Europe","Montecantini, Pistoia, Italy","Montecatiniinbici  ","Montecantini","Italy"
"942","Montélimar, France - Véloc","Véloc (http://www.cyclesud.fr/region/libre-service-montelimar.html)<br>15 bikes and 1 Station 3rd generation<br>Launched April 8, 2010<br>Operator: Keolis","operation",4.751801,44.561075,"0","France","Europe","Montélimar, France","Véloc","Montélimar","France"
"943","Monterey, California USA","In June 2016, still under discussion (http://www.ksbw.com/news/monterey-city-council-debates-bike-sharing-program/40164326)<br>Monterey County Feasibility study due in January 2013. Draft December 2012 Source (http://www.tamcmonterey.org/programs/bikeped/bike_sharing.html)","planning",-121.893654,36.59844,"0",NA,NA,"Monterey, California USA","Monterey, California USA","Monterey","California USA"
"944","Montería, Colombia","Considering changing its manned pilot program, Bisinú<br>Still manned but new operator with 100 bikes in 15 stations<br>Source: http://www.larazon.co/web/2016/02/bicicletas-publicas-en-monteria-funcionaran-cuando-esten-dadas-las-condiciones/","planning",-75.8829117,8.7575093,"0","Colombia","South America","Montería, Colombia","Montería, Colombia","Montería","Colombia"
"945","Monteriggioni, Sienna, Italy - Montis Bike","www,bikeshare.it (http://www.bikeshare.it/index.php?option=com_content&view=article&id=41&Itemid=138)<br>15 pedelec bikes in 3 stations<br>Launch: April 7, 2014<br>Equipment: CGI Group S.r.l.<br>Source (http://mail.sienafree.it/monteriggioni/60247-arrivano-le-biciclette-elettriche-nel-territorio-di-monteriggioni)","operation",11.222878,43.391203,"0","Italy","Europe","Monteriggioni, Sienna, Italy","Montis Bike","Monteriggioni","Italy"
"946","Monterrey, Nuevo Leon, Mexico - ","Considering a plan during 2015","planning",-100.3271484,25.7232096,"0","Mexico","South America","Monterrey, Nuevo Leon, Mexico - ","Monterrey, Nuevo Leon, Mexico - ","Monterrey","Mexico - "
"947","Montevideo, Uruguay - Movete","http://movete.montevideo.gub.uy/<br>O'Brien Bike Share Map (http://bikes.oobrien.com/montevideo/)<br>CityBik.es Map (https://citybik.es/map/movete)<br>80 bike 8 station <br>Launch:June 10, 2014 in ""old town"".<br>Contract to start program awarded to Ingenia Solutions SL GEHC in January 2014 first round of tenders rejected in September 2013 Source (http://www.elpais.com.uy/informacion/sistema-bicicletas-ciudad-vieja-suspenso.html)","operation",-56.208029,-34.907578,"0",NA,NA,"Montevideo, Uruguay","Movete","Montevideo","Uruguay"
"948","Monthey, Switzerland - Publibike","https://www.publibike.ch<br>37 bikes and 6 stations<br>Launch: 2010<br>Operator: Publibike","operation",6.957607,46.255609,"0","Switzerland","Europe","Monthey, Switzerland","Publibike","Monthey","Switzerland"
"949","Montilla, Spain - ENbici","http://montilla.onroll.info/<br>Ends 2014<br>25 bikes in 5 staions<br>Launched: 2009System: Domoblue","stopped",-4.636917,37.591927,"0","Spain","Europe","Montilla, Spain","ENbici","Montilla","Spain"
"950","Montpellier, France - Vélomagg'","www.velomagg.com (http://www.velomagg.com)<br>OBrien Bike Share Map (http://bikes.oobrien.com/?city=montpellier)<br><br>564 bikes in 52 stations<br>Launched: June 2007 Re-launched: April 2012<br>Operator: TAM Transdev<br>System Smoove","operation",3.884354,43.606499,"0","France","Europe","Montpellier, France","Vélomagg'","Montpellier","France"
"951","Montreal, Quebec Canada - Bixi","http://www.bixi.com/home<br>O'Brien Bike Share Map (http://bikes.oobrien.com/montreal/)<br>CityBik.es Maps (https://citybik.es/map/bixi)<br>5,200 Bikes in 460 Stations (2015)<br>5,120 bikes in 450 Stations (2013)<br>5,120 bikes in Stations 411 (2012)<br>5,050 bikes in Stations: 405 (2011)<br>Launched: May 12, 2009<br>Operator: La Société de vélo en libre-service <br>System, PBSC Urban Solutions","operation",-73.586426,45.506347,"0","Canada","North America","Montreal, Quebec Canada","Bixi","Montreal","Quebec Canada"
"952","Montreux, Switzerland - Velospot","Planning in December 2016 to have 4 stations to link with the Vevey systems<br>Source: http://www.24heures.ch/vaud-regions/riviera-chablais/montreux-joint-voisines-pedaler/story/17370601","planning",6.9124818,46.4312761,"0","Switzerland","Europe","Montreux, Switzerland","Velospot","Montreux","Switzerland"
"953","Monza, Italy","74 bikes in 7 stations<br>Launch March 31, 2016<br>Source:(http://www.monzatoday.it/cronaca/bike-sharing.html) (http://www.mbnews.it/2016/01/volata-finale-per-il-bike-sharing-a-monza-entro-aprile-il-via-libera/) (http://www.mbnews.it/2014/03/bike-sharing-a-monza-entro-meta-marzo-via-libera-ai-lavori/)","operation",9.275036,45.584852,"0","Italy","Europe","Monza, Italy","Monza, Italy","Monza","Italy"
"954","Morelia, Michoacán, Mexico","City starts considering in May 2016<br>a program in the Cultural Center<br>Source: http://www.mimorelia.com/grid/proyecta-ayuntamiento-dotar-a-morelia-de-un-sistema-de-bicicletas-publicas/234230","planning",-101.2057114,19.7059504,"0","Mexico","South America","Morelia, Michoacán, Mexico","Morelia, Michoacán, Mexico","Morelia","Mexico"
"955","Morges, Switzerland - PubliBike","https://www.publibike.ch/<br>51 bikes in 6 stations<br>Launched : 2009 as Velopass","operation",6.496954,46.510621,"0","Switzerland","Europe","Morges, Switzerland","PubliBike","Morges","Switzerland"
"956","Moscow, Russia","http://www.velobike.ru/<br>O'Brien Bike Share Map (http://bikes.oobrien.com/moscow/)<br>CityBik.es Maps (https://citybik.es/map/velobike-moscow)<br>3,400 bikes in 300 stations (November 2016 at end of season) 2,800 bikes in 300 stations (August 2016) In August 2016 adds<br>pedelecs in 6 stations (http://electro.velobike.ru/)<br>2,600 bikes in 300 stations (Ocotber 2015)<br>2,000 bikes in 268 stations (July 2015)<br>Re-launched June 9, 2014 with 120 bikes in 19 stations<br>- 175 bikes in 30 stations (July 2014)<br>Equipment: Smoove (http://www.smoove-bike.com/moscow)<br>Original Launch: June 1, 2013 with 300 bikes in 30 stations -Season ended with 520 bikes in 75 stations Source (http://www.channelnewsasia.com/news/world/moscow-opens-first-bike-sharing-network-/694070.html)<br>Program started as free bike-sharing in City parks, a 1st generation system funded by Bank of Moscow in 2012","operation",37.618475,55.758225,"0","Russia","Europe","Moscow, Russia","Moscow, Russia","Moscow","Russia"
